user_id,email_opened,email_clicked,bought_coffee,bought_pastry,channel
U100071,0,0,1,0,mobile
U100072,1,0,0,0,desktop
U100073,0,0,0,0,desktop
U100074,0,0,0,0,desktop
U100075,0,0,0,1,mobile
U100076,0,0,0,0,tablet
U100077,0,0,0,1,mobile
U100078,0,0,0,0,mobile
U100079,0,0,1,1,mobile
U100080,0,0,0,0,desktop
U100081,0,0,0,1,mobile
U100082,0,0,0,1,mobile
U100083,0,0,1,0,desktop
U100084,1,1,0,0,desktop
U100085,0,0,1,0,desktop
U100086,0,0,0,0,mobile
U100087,0,0,0,1,desktop
U100088,0,0,0,0,mobile
U100089,0,0,0,0,mobile
U100090,1,0,1,0,mobile
U100091,0,0,1,0,desktop
U100092,0,0,0,0,mobile
U100093,0,0,1,1,mobile
U100094,0,0,0,0,mobile
U100095,0,0,1,0,mobile
U100096,0,0,0,0,tablet
U100097,1,1,0,0,tablet
U100098,1,0,1,0,mobile
U100099,0,0,1,0,mobile
U100100,0,0,0,1,mobile
U100101,0,0,0,0,desktop
U100102,0,0,0,0,mobile
U100103,1,1,0,1,mobile
U100104,1,1,0,0,mobile
U100105,0,0,1,1,mobile
U100106,0,0,0,0,mobile
U100107,0,0,1,0,mobile
U100108,0,0,1,1,mobile
U100109,1,0,0,1,mobile
U100110,0,0,1,0,tablet
U100111,0,0,1,1,mobile
U100112,0,0,1,0,mobile
U100113,0,0,0,0,tablet
U100114,0,0,0,0,desktop
U100115,1,0,0,0,mobile
U100116,1,0,0,0,desktop
U100117,0,0,0,0,mobile
U100118,0,0,1,0,desktop
U100119,0,0,0,0,tablet
U100120,0,0,1,1,mobile
U100121,0,0,1,1,mobile
U100122,0,0,1,0,mobile
U100123,0,0,0,0,desktop
U100124,1,0,1,0,mobile
U100125,0,0,1,0,desktop
U100126,1,0,1,1,mobile
U100127,0,0,1,1,mobile
U100128,0,0,0,0,mobile
U100129,1,0,0,1,mobile
U100130,0,0,0,0,mobile
U100131,0,0,1,1,mobile
U100132,0,0,1,0,desktop
U100133,0,0,0,0,desktop
U100134,1,0,1,1,desktop
U100135,0,0,0,0,mobile
U100136,0,0,1,0,desktop
U100137,1,0,0,0,desktop
U100138,0,0,1,0,mobile
U100139,1,0,0,1,mobile
U100140,1,0,0,1,mobile
U100141,0,0,0,0,tablet
U100142,1,0,1,1,mobile
U100143,0,0,0,0,mobile
U100144,0,0,0,0,mobile
U100145,0,0,1,1,desktop
U100146,0,0,1,1,mobile
U100147,1,0,0,0,mobile
U100148,1,1,1,0,mobile
U100149,0,0,0,0,mobile
U100150,0,0,1,0,mobile
U100151,1,0,0,0,mobile
U100152,0,0,1,0,desktop
U100153,1,0,0,0,desktop
U100154,0,0,1,1,desktop
U100155,0,0,1,0,mobile
U100156,0,0,1,0,desktop
U100157,0,0,0,0,mobile
U100158,0,0,1,1,mobile
U100159,0,0,0,0,tablet
U100160,0,0,1,1,desktop
U100161,1,0,1,0,mobile
U100162,0,0,0,0,desktop
U100163,0,0,0,1,tablet
U100164,0,0,0,0,desktop
U100165,0,0,0,0,desktop
U100166,0,0,0,0,desktop
U100167,0,0,0,0,mobile
U100168,0,0,0,0,mobile
U100169,1,0,1,1,desktop
U100170,1,1,0,0,mobile
U100171,0,0,0,0,mobile
U100172,1,0,0,0,mobile
U100173,0,0,1,0,mobile
U100174,0,0,1,0,tablet
U100175,0,0,0,0,desktop
U100176,0,0,1,1,mobile
U100177,1,0,0,0,tablet
U100178,0,0,1,1,desktop
U100179,0,0,0,0,mobile
U100180,0,0,1,0,desktop
U100181,0,0,0,0,mobile
U100182,0,0,1,0,mobile
U100183,0,0,0,0,mobile
U100184,0,0,0,0,desktop
U100185,0,0,1,0,mobile
U100186,0,0,0,0,desktop
U100187,1,1,1,1,desktop
U100188,0,0,1,1,mobile
U100189,1,0,0,0,mobile
U100190,1,1,0,0,mobile
U100191,0,0,1,1,mobile
U100192,0,0,1,0,desktop
U100193,0,0,1,0,mobile
U100194,0,0,0,0,mobile
U100195,0,0,1,1,mobile
U100196,0,0,0,0,desktop
U100197,0,0,0,0,desktop
U100198,0,0,1,1,tablet
U100199,0,0,1,0,desktop
U100200,1,0,0,1,mobile
U100201,0,0,1,1,mobile
U100202,0,0,1,0,desktop
U100203,0,0,1,1,tablet
U100204,0,0,0,0,mobile
U100205,0,0,0,0,mobile
U100206,0,0,1,0,mobile
U100207,0,0,1,1,desktop
U100208,0,0,0,0,mobile
U100209,0,0,0,0,mobile
U100210,0,0,0,0,desktop
U100211,0,0,0,0,mobile
U100212,0,0,0,0,mobile
U100213,0,0,0,0,mobile
U100214,0,0,1,1,mobile
U100215,0,0,1,1,mobile
U100216,1,0,0,0,mobile
U100217,0,0,0,0,mobile
U100218,0,0,0,0,desktop
U100219,1,0,1,1,desktop
U100220,0,0,0,1,mobile
U100221,0,0,0,0,mobile
U100222,1,1,1,0,desktop
U100223,0,0,0,0,mobile
U100224,0,0,0,0,mobile
U100225,0,0,0,1,mobile
U100226,0,0,0,0,desktop
U100227,0,0,0,1,mobile
U100228,0,0,0,0,desktop
U100229,0,0,1,0,desktop
U100230,0,0,1,0,desktop
U100231,1,0,0,1,mobile
U100232,0,0,0,0,desktop
U100233,0,0,0,0,mobile
U100234,0,0,0,0,mobile
U100235,0,0,1,0,mobile
U100236,0,0,0,0,mobile
U100237,0,0,1,1,desktop
U100238,1,0,0,0,mobile
U100239,0,0,0,0,mobile
U100240,0,0,0,1,mobile
U100241,0,0,1,1,desktop
U100242,1,0,1,1,mobile
U100243,1,0,0,0,desktop
U100244,0,0,0,1,desktop
U100245,0,0,0,0,desktop
U100246,0,0,1,1,mobile
U100247,0,0,0,0,desktop
U100248,0,0,0,0,mobile
U100249,0,0,1,1,desktop
U100250,0,0,0,0,desktop
U100251,1,0,1,0,mobile
U100252,1,0,0,0,desktop
U100253,1,1,0,0,mobile
U100254,0,0,0,0,mobile
U100255,0,0,0,0,mobile
U100256,0,0,0,0,tablet
U100257,0,0,1,1,desktop
U100258,0,0,0,0,desktop
U100259,0,0,0,0,tablet
U100260,0,0,1,0,mobile
U100261,0,0,1,1,desktop
U100262,1,0,0,0,mobile
U100263,0,0,1,0,desktop
U100264,1,0,1,0,desktop
U100265,0,0,0,0,mobile
U100266,0,0,1,1,mobile
U100267,1,0,0,0,mobile
U100268,1,0,1,0,tablet
U100269,0,0,0,0,mobile
U100270,0,0,0,0,mobile
U100271,0,0,0,0,desktop
U100272,0,0,1,1,mobile
U100273,1,1,0,0,mobile
U100274,1,1,0,0,desktop
U100275,0,0,0,0,mobile
U100276,0,0,1,0,desktop
U100277,1,0,1,1,mobile
U100278,0,0,0,0,mobile
U100279,0,0,1,1,mobile
U100280,0,0,0,0,mobile
U100281,0,0,1,1,desktop
U100282,0,0,0,0,desktop
U100283,0,0,0,0,mobile
U100284,0,0,0,0,mobile
U100285,1,0,0,0,mobile
U100286,1,0,0,0,mobile
U100287,0,0,0,0,mobile
U100288,0,0,0,0,desktop
U100289,0,0,0,0,mobile
U100290,0,0,0,0,mobile
U100291,0,0,1,1,mobile
U100292,1,1,0,0,mobile
U100293,0,0,1,1,desktop
U100294,0,0,0,0,mobile
U100295,0,0,0,1,mobile
U100296,1,0,0,0,mobile
U100297,0,0,0,0,desktop
U100298,0,0,0,0,mobile
U100299,0,0,1,0,desktop
U100300,0,0,0,0,mobile
U100301,0,0,1,0,desktop
U100302,0,0,0,1,desktop
U100303,0,0,1,1,mobile
U100304,0,0,1,0,desktop
U100305,1,0,0,1,desktop
U100306,0,0,1,0,mobile
U100307,0,0,0,0,mobile
U100308,0,0,1,0,desktop
U100309,0,0,0,0,desktop
U100310,0,0,0,0,desktop
U100311,0,0,1,1,desktop
U100312,0,0,1,0,desktop
U100313,1,0,0,1,desktop
U100314,0,0,1,0,mobile
U100315,0,0,0,0,mobile
U100316,1,1,1,1,desktop
U100317,0,0,1,1,mobile
U100318,0,0,0,1,mobile
U100319,0,0,1,0,desktop
U100320,0,0,0,0,mobile
U100321,0,0,1,1,mobile
U100322,0,0,1,0,mobile
U100323,0,0,0,0,desktop
U100324,0,0,0,0,tablet
U100325,0,0,0,0,mobile
U100326,0,0,1,1,mobile
U100327,0,0,0,1,mobile
U100328,0,0,0,0,mobile
U100329,0,0,1,1,mobile
U100330,0,0,0,0,mobile
U100331,0,0,0,0,mobile
U100332,1,0,1,0,mobile
U100333,0,0,0,1,mobile
U100334,1,1,0,0,desktop
U100335,0,0,1,1,desktop
U100336,0,0,0,0,tablet
U100337,0,0,1,0,desktop
U100338,0,0,0,0,mobile
U100339,0,0,0,0,desktop
U100340,0,0,0,0,mobile
U100341,0,0,0,1,desktop
U100342,0,0,1,1,desktop
U100343,0,0,0,0,desktop
U100344,1,1,0,0,tablet
U100345,0,0,0,1,desktop
U100346,0,0,0,0,desktop
U100347,0,0,1,1,mobile
U100348,0,0,1,1,desktop
U100349,0,0,1,1,mobile
U100350,0,0,0,0,desktop
U100351,0,0,1,1,mobile
U100352,0,0,0,0,mobile
U100353,1,0,0,0,desktop
U100354,0,0,1,1,mobile
U100355,0,0,0,0,desktop
U100356,0,0,0,0,mobile
U100357,0,0,0,0,desktop
U100358,0,0,1,1,desktop
U100359,0,0,1,1,desktop
U100360,0,0,1,1,mobile
U100361,0,0,1,0,mobile
U100362,0,0,0,0,desktop
U100363,0,0,0,0,mobile
U100364,1,0,1,1,mobile
U100365,1,0,0,0,desktop
U100366,1,1,0,0,mobile
U100367,0,0,1,1,mobile
U100368,0,0,1,0,mobile
U100369,0,0,0,0,mobile
U100370,0,0,0,1,desktop
U100371,1,1,0,1,mobile
U100372,0,0,1,0,tablet
U100373,0,0,1,0,mobile
U100374,1,1,1,0,mobile
U100375,0,0,0,0,mobile
U100376,0,0,0,0,mobile
U100377,0,0,1,1,desktop
U100378,0,0,0,0,desktop
U100379,0,0,0,1,mobile
U100380,0,0,0,0,desktop
U100381,0,0,0,0,mobile
U100382,0,0,1,0,mobile
U100383,0,0,0,0,mobile
U100384,0,0,1,1,desktop
U100385,0,0,1,1,mobile
U100386,1,1,0,0,desktop
U100387,1,0,0,0,mobile
U100388,0,0,0,0,mobile
U100389,1,0,0,0,mobile
U100390,0,0,0,0,desktop
U100391,0,0,0,1,desktop
U100392,1,0,1,1,mobile
U100393,0,0,0,0,desktop
U100394,0,0,0,0,mobile
U100395,0,0,0,0,desktop
U100396,0,0,0,0,desktop
U100397,0,0,0,0,desktop
U100398,0,0,0,1,desktop
U100399,1,1,0,0,mobile
U100400,0,0,0,1,desktop
U100401,0,0,1,1,mobile
U100402,0,0,0,0,mobile
U100403,0,0,0,1,mobile
U100404,0,0,0,0,mobile
U100405,0,0,0,0,mobile
U100406,0,0,0,0,mobile
U100407,0,0,0,0,mobile
U100408,0,0,0,0,mobile
U100409,0,0,1,0,desktop
U100410,0,0,0,0,mobile
U100411,0,0,0,1,desktop
U100412,0,0,1,0,mobile
U100413,0,0,0,0,mobile
U100414,0,0,0,0,mobile
U100415,0,0,0,0,mobile
U100416,0,0,1,0,desktop
U100417,0,0,1,0,desktop
U100418,1,0,0,0,mobile
U100419,0,0,1,0,mobile
U100420,0,0,0,0,desktop
U100421,0,0,1,1,mobile
U100422,1,1,0,0,mobile
U100423,0,0,1,0,desktop
U100424,0,0,1,0,mobile
U100425,0,0,0,1,tablet
U100426,1,0,1,0,desktop
U100427,1,0,0,0,mobile
U100428,0,0,0,0,mobile
U100429,0,0,0,1,mobile
U100430,0,0,0,0,mobile
U100431,0,0,1,0,tablet
U100432,0,0,1,0,desktop
U100433,0,0,0,0,mobile
U100434,0,0,0,0,mobile
U100435,0,0,0,0,mobile
U100436,1,0,0,0,mobile
U100437,0,0,0,1,desktop
U100438,0,0,1,1,desktop
U100439,0,0,0,1,mobile
U100440,0,0,0,0,mobile
U100441,0,0,0,0,desktop
U100442,0,0,0,0,mobile
U100443,1,0,1,0,desktop
U100444,1,0,1,1,mobile
U100445,0,0,0,0,desktop
U100446,0,0,0,1,desktop
U100447,0,0,0,0,desktop
U100448,1,1,1,0,tablet
U100449,1,0,1,0,tablet
U100450,0,0,0,0,desktop
U100451,1,0,1,1,tablet
U100452,0,0,0,0,desktop
U100453,0,0,0,0,desktop
U100454,0,0,0,0,mobile
U100455,1,0,1,1,mobile
U100456,0,0,0,0,desktop
U100457,1,1,1,0,mobile
U100458,0,0,1,0,desktop
U100459,0,0,1,1,mobile
U100460,0,0,1,0,mobile
U100461,0,0,0,0,desktop
U100462,0,0,1,0,desktop
U100463,0,0,1,1,mobile
U100464,0,0,0,1,desktop
U100465,0,0,1,0,desktop
U100466,0,0,0,0,mobile
U100467,0,0,1,1,mobile
U100468,0,0,1,1,mobile
U100469,0,0,0,1,mobile
U100470,0,0,1,0,mobile
U100471,0,0,0,0,mobile
U100472,1,0,1,0,mobile
U100473,0,0,1,1,desktop
U100474,0,0,1,0,mobile
U100475,1,0,1,1,desktop
U100476,0,0,1,0,mobile
U100477,0,0,0,0,desktop
U100478,0,0,0,0,desktop
U100479,1,0,1,0,mobile
U100480,0,0,0,0,desktop
U100481,0,0,0,1,desktop
U100482,0,0,0,0,desktop
U100483,0,0,0,0,desktop
U100484,0,0,0,1,mobile
U100485,0,0,1,1,mobile
U100486,0,0,1,0,mobile
U100487,0,0,0,0,mobile
U100488,1,0,0,1,mobile
U100489,0,0,0,0,desktop
U100490,0,0,0,0,mobile
U100491,0,0,0,0,tablet
U100492,0,0,0,0,mobile
U100493,0,0,0,0,mobile
U100494,0,0,0,0,mobile
U100495,1,1,1,1,mobile
U100496,0,0,1,0,tablet
U100497,1,0,1,0,desktop
U100498,0,0,0,0,mobile
U100499,0,0,1,1,tablet
U100500,0,0,0,0,desktop
U100501,1,1,1,1,mobile
U100502,0,0,0,1,desktop
U100503,0,0,1,1,desktop
U100504,0,0,1,0,mobile
U100505,1,1,0,0,desktop
U100506,0,0,0,0,mobile
U100507,0,0,0,0,mobile
U100508,0,0,0,1,mobile
U100509,0,0,1,1,tablet
U100510,0,0,1,1,desktop
U100511,0,0,0,0,mobile
U100512,0,0,0,1,mobile
U100513,0,0,0,0,mobile
U100514,0,0,0,0,desktop
U100515,0,0,0,0,mobile
U100516,0,0,1,1,desktop
U100517,0,0,0,0,tablet
U100518,0,0,0,0,desktop
U100519,1,1,0,0,mobile
U100520,0,0,1,1,mobile
U100521,0,0,1,0,mobile
U100522,0,0,1,1,desktop
U100523,0,0,1,0,desktop
U100524,0,0,0,0,mobile
U100525,0,0,1,0,mobile
U100526,0,0,1,1,desktop
U100527,1,0,1,0,mobile
U100528,0,0,0,0,mobile
U100529,1,0,0,1,desktop
U100530,0,0,1,1,mobile
U100531,0,0,1,0,desktop
U100532,0,0,1,0,desktop
U100533,0,0,0,1,desktop
U100534,0,0,1,0,mobile
U100535,1,0,0,0,mobile
U100536,0,0,0,0,mobile
U100537,0,0,1,1,mobile
U100538,0,0,0,0,tablet
U100539,0,0,1,0,desktop
U100540,0,0,0,0,mobile
U100541,1,0,1,0,desktop
U100542,0,0,0,0,desktop
U100543,0,0,0,0,mobile
U100544,1,0,0,1,mobile
U100545,0,0,1,0,mobile
U100546,1,0,1,0,tablet
U100547,1,0,0,0,mobile
U100548,1,0,0,0,desktop
U100549,0,0,0,0,mobile
U100550,0,0,1,1,desktop
U100551,0,0,1,0,mobile
U100552,0,0,0,1,tablet
U100553,0,0,1,1,desktop
U100554,0,0,1,0,mobile
U100555,0,0,1,0,desktop
U100556,1,0,0,1,desktop
U100557,0,0,0,0,desktop
U100558,0,0,0,0,mobile
U100559,0,0,1,0,mobile
U100560,0,0,0,0,desktop
U100561,1,1,0,0,desktop
U100562,1,1,1,1,mobile
U100563,0,0,0,0,desktop
U100564,0,0,0,0,mobile
U100565,1,0,1,0,desktop
U100566,0,0,0,0,mobile
U100567,1,1,1,1,mobile
U100568,0,0,0,0,mobile
U100569,0,0,1,1,mobile
U100570,0,0,1,1,mobile
U100571,1,0,1,1,mobile
U100572,1,1,0,0,mobile
U100573,0,0,0,0,mobile
U100574,1,0,0,0,desktop
U100575,0,0,0,0,mobile
U100576,1,1,0,0,mobile
U100577,0,0,1,1,desktop
U100578,0,0,0,1,desktop
U100579,0,0,1,0,desktop
U100580,0,0,1,0,mobile
U100581,0,0,0,0,desktop
U100582,0,0,1,1,tablet
U100583,0,0,1,1,mobile
U100584,0,0,0,0,tablet
U100585,1,1,0,0,mobile
U100586,0,0,0,0,mobile
U100587,0,0,0,0,mobile
U100588,1,1,0,0,desktop
U100589,0,0,0,0,mobile
U100590,0,0,1,0,mobile
U100591,0,0,1,0,mobile
U100592,0,0,0,0,mobile
U100593,0,0,1,0,mobile
U100594,1,0,0,0,mobile
U100595,0,0,0,0,mobile
U100596,0,0,1,0,tablet
U100597,1,0,1,0,mobile
U100598,0,0,1,1,mobile
U100599,0,0,1,0,mobile
U100600,1,0,1,1,mobile
U100601,0,0,0,0,mobile
U100602,0,0,0,0,mobile
U100603,1,1,0,0,desktop
U100604,0,0,1,1,mobile
U100605,0,0,1,0,mobile
U100606,0,0,0,0,mobile
U100607,0,0,0,0,desktop
U100608,0,0,0,0,desktop
U100609,1,0,0,0,mobile
U100610,0,0,0,0,mobile
U100611,0,0,0,1,tablet
U100612,0,0,1,0,mobile
U100613,1,1,0,1,mobile
U100614,0,0,1,0,mobile
U100615,1,0,0,0,mobile
U100616,0,0,0,0,tablet
U100617,0,0,1,0,tablet
U100618,0,0,1,1,desktop
U100619,0,0,1,0,mobile
U100620,0,0,1,0,mobile
U100621,0,0,1,0,mobile
U100622,0,0,1,0,tablet
U100623,0,0,1,0,desktop
U100624,0,0,1,0,mobile
U100625,0,0,0,0,mobile
U100626,0,0,1,1,mobile
U100627,0,0,1,0,tablet
U100628,0,0,0,0,mobile
U100629,0,0,0,0,mobile
U100630,0,0,0,0,mobile
U100631,1,0,1,1,mobile
U100632,0,0,0,0,desktop
U100633,0,0,0,1,tablet
U100634,0,0,0,0,tablet
U100635,0,0,0,0,desktop
U100636,0,0,0,0,mobile
U100637,0,0,0,0,mobile
U100638,0,0,0,0,mobile
U100639,1,0,0,0,desktop
U100640,0,0,0,0,mobile
U100641,1,0,0,0,desktop
U100642,0,0,1,1,mobile
U100643,0,0,0,0,mobile
U100644,0,0,1,0,desktop
U100645,1,0,0,0,desktop
U100646,1,1,0,1,mobile
U100647,0,0,1,1,mobile
U100648,1,1,0,1,desktop
U100649,1,1,1,1,desktop
U100650,1,0,1,0,mobile
U100651,0,0,1,0,mobile
U100652,0,0,1,0,mobile
U100653,0,0,1,0,mobile
U100654,0,0,0,0,desktop
U100655,0,0,0,0,mobile
U100656,0,0,1,0,mobile
U100657,0,0,0,0,mobile
U100658,1,0,1,0,mobile
U100659,1,1,1,0,mobile
U100660,1,1,1,1,mobile
U100661,0,0,0,0,mobile
U100662,0,0,0,0,mobile
U100663,0,0,1,0,mobile
U100664,1,0,1,1,mobile
U100665,1,0,1,0,desktop
U100666,0,0,0,1,mobile
U100667,0,0,0,0,mobile
U100668,0,0,1,1,mobile
U100669,0,0,0,0,tablet
U100670,0,0,1,0,tablet
U100671,0,0,0,0,mobile
U100672,1,0,0,0,desktop
U100673,0,0,0,0,mobile
U100674,0,0,0,1,mobile
U100675,0,0,0,0,mobile
U100676,0,0,1,1,mobile
U100677,1,1,1,0,mobile
U100678,0,0,0,1,desktop
U100679,0,0,1,1,desktop
U100680,0,0,1,0,mobile
U100681,0,0,0,0,mobile
U100682,0,0,0,1,mobile
U100683,0,0,0,0,mobile
U100684,0,0,0,0,tablet
U100685,0,0,0,0,desktop
U100686,0,0,1,1,tablet
U100687,1,0,0,0,desktop
U100688,0,0,0,0,mobile
U100689,0,0,1,1,mobile
U100690,0,0,1,0,mobile
U100691,0,0,1,0,mobile
U100692,0,0,0,0,desktop
U100693,0,0,0,0,mobile
U100694,0,0,0,0,mobile
U100695,0,0,0,0,desktop
U100696,0,0,1,0,desktop
U100697,1,0,0,0,mobile
U100698,1,0,0,0,desktop
U100699,0,0,1,1,mobile
U100700,0,0,0,0,mobile
U100701,0,0,1,0,mobile
U100702,0,0,0,1,mobile
U100703,0,0,0,0,desktop
U100704,0,0,0,0,mobile
U100705,0,0,0,0,desktop
U100706,0,0,1,0,desktop
U100707,0,0,0,0,mobile
U100708,0,0,1,1,desktop
U100709,0,0,0,0,mobile
U100710,0,0,0,0,mobile
U100711,0,0,0,0,desktop
U100712,0,0,1,1,desktop
U100713,1,0,0,0,mobile
U100714,0,0,0,0,desktop
U100715,0,0,0,0,mobile
U100716,0,0,1,0,tablet
U100717,1,0,1,0,mobile
U100718,1,1,1,1,mobile
U100719,1,0,0,0,mobile
U100720,0,0,0,0,mobile
U100721,0,0,0,0,mobile
U100722,0,0,1,0,desktop
U100723,0,0,1,1,mobile
U100724,0,0,0,0,mobile
U100725,0,0,0,0,mobile
U100726,0,0,0,0,mobile
U100727,0,0,0,1,desktop
U100728,0,0,0,0,desktop
U100729,0,0,0,0,tablet
U100730,0,0,0,0,mobile
U100731,0,0,0,0,mobile
U100732,0,0,1,0,mobile
U100733,0,0,1,0,desktop
U100734,0,0,1,0,desktop
U100735,1,0,0,0,mobile
U100736,0,0,1,1,mobile
U100737,1,1,1,0,desktop
U100738,0,0,1,0,desktop
U100739,0,0,0,0,desktop
U100740,0,0,1,1,mobile
U100741,1,0,0,0,tablet
U100742,0,0,1,0,mobile
U100743,0,0,1,1,tablet
U100744,0,0,0,0,desktop
U100745,0,0,1,0,desktop
U100746,0,0,1,0,desktop
U100747,0,0,1,1,mobile
U100748,1,1,0,0,mobile
U100749,0,0,0,0,mobile
U100750,0,0,1,0,mobile
U100751,0,0,1,1,mobile
U100752,1,1,0,1,mobile
U100753,0,0,0,0,desktop
U100754,1,0,0,0,mobile
U100755,0,0,0,0,desktop
U100756,0,0,0,0,desktop
U100757,0,0,0,0,mobile
U100758,0,0,0,1,mobile
U100759,0,0,0,0,mobile
U100760,1,0,1,1,desktop
U100761,0,0,0,0,mobile
U100762,0,0,0,0,mobile
U100763,0,0,1,0,desktop
U100764,0,0,0,0,mobile
U100765,0,0,0,1,desktop
U100766,0,0,0,0,mobile
U100767,0,0,0,0,desktop
U100768,0,0,0,0,desktop
U100769,0,0,1,0,desktop
U100770,0,0,0,0,mobile
U100771,0,0,0,0,mobile
U100772,1,1,1,1,desktop
U100773,0,0,1,0,mobile
U100774,0,0,0,0,mobile
U100775,0,0,1,1,desktop
U100776,1,1,0,0,mobile
U100777,0,0,1,1,mobile
U100778,0,0,1,1,desktop
U100779,0,0,0,1,mobile
U100780,1,0,1,0,mobile
U100781,0,0,0,0,desktop
U100782,0,0,0,0,desktop
U100783,0,0,1,1,mobile
U100784,0,0,1,1,desktop
U100785,0,0,1,1,desktop
U100786,0,0,1,1,mobile
U100787,0,0,0,0,mobile
U100788,0,0,0,0,mobile
U100789,0,0,1,0,desktop
U100790,1,1,0,0,desktop
U100791,1,0,1,0,mobile
U100792,0,0,1,1,desktop
U100793,0,0,1,1,desktop
U100794,0,0,0,0,mobile
U100795,0,0,0,0,desktop
U100796,0,0,0,1,mobile
U100797,0,0,1,0,tablet
U100798,1,1,1,0,mobile
U100799,0,0,0,1,desktop
U100800,0,0,0,0,desktop
U100801,1,0,0,0,mobile
U100802,0,0,1,1,desktop
U100803,0,0,1,0,desktop
U100804,0,0,0,0,desktop
U100805,0,0,0,0,mobile
U100806,0,0,0,0,mobile
U100807,0,0,0,1,desktop
U100808,0,0,0,0,desktop
U100809,0,0,0,0,desktop
U100810,0,0,0,0,tablet
U100811,1,0,0,0,mobile
U100812,0,0,0,0,mobile
U100813,0,0,1,0,mobile
U100814,0,0,1,0,desktop
U100815,0,0,0,0,desktop
U100816,0,0,0,0,tablet
U100817,1,0,0,0,mobile
U100818,0,0,1,1,desktop
U100819,0,0,1,0,desktop
U100820,1,0,0,0,desktop
U100821,1,1,1,1,mobile
U100822,0,0,1,0,desktop
U100823,0,0,1,0,tablet
U100824,0,0,0,0,tablet
U100825,0,0,1,1,desktop
U100826,0,0,0,0,desktop
U100827,0,0,0,0,mobile
U100828,0,0,0,0,mobile
U100829,0,0,0,1,tablet
U100830,0,0,1,0,mobile
U100831,1,1,1,0,mobile
U100832,0,0,1,1,mobile
U100833,0,0,0,0,mobile
U100834,0,0,1,0,desktop
U100835,1,0,1,1,mobile
U100836,1,1,0,1,desktop
U100837,0,0,1,1,desktop
U100838,0,0,1,1,mobile
U100839,0,0,0,0,mobile
U100840,0,0,0,0,desktop
U100841,0,0,1,1,desktop
U100842,1,1,1,1,mobile
U100843,0,0,0,0,mobile
U100844,1,1,1,1,mobile
U100845,0,0,0,0,mobile
U100846,0,0,1,1,mobile
U100847,0,0,0,0,desktop
U100848,1,0,1,0,desktop
U100849,1,1,0,0,desktop
U100850,0,0,1,1,mobile
U100851,0,0,0,0,desktop
U100852,0,0,1,0,mobile
U100853,0,0,1,0,mobile
U100854,0,0,0,0,desktop
U100855,0,0,0,0,desktop
U100856,0,0,0,0,mobile
U100857,0,0,0,0,desktop
U100858,0,0,0,0,desktop
U100859,1,1,0,0,mobile
U100860,0,0,0,0,desktop
U100861,1,1,0,0,tablet
U100862,1,0,1,0,desktop
U100863,0,0,0,0,mobile
U100864,1,1,0,1,mobile
U100865,0,0,1,1,mobile
U100866,0,0,0,0,mobile
U100867,0,0,1,1,desktop
U100868,0,0,0,1,mobile
U100869,1,0,1,0,tablet
U100870,0,0,1,0,mobile
